keyword_raw,keyword_norm,keyword_norm_id,normalization_actions,n_records,n_articles,first_year,last_year
service users,service users,app_kw_1443,unchanged,1,1,2020,2020
severe depressive episode with psychotic symptoms,severe depressive episode with psychotic symptoms,app_kw_1444,unchanged,1,1,2018,2018
sexual abuse,sexual abuse,app_kw_1445,unchanged,1,1,2006,2006
sexual disgust,sexual disgust,app_kw_1446,unchanged,1,1,2023,2023
sexual disorders,sexual disorders,app_kw_1447,unchanged,1,1,2010,2010
sexual dysfunction,sexual dysfunction,app_kw_1448,unchanged,1,1,2017,2017
sexual dysfunctions,sexual dysfunctions,app_kw_1449,unchanged,1,1,2010,2010
sexual functioning,sexual functioning,app_kw_1450,unchanged,1,1,2024,2024
sexual identity,sexual identity,app_kw_1451,unchanged,2,2,2007,2023
sexual life,sexual life,app_kw_1452,unchanged,1,1,2021,2021
sexual minority men,sexual minority men,app_kw_1453,unchanged,1,1,2024,2024
Sexual Minority Stress Scale (SMSS),sexual minority stress scale (smss),app_kw_1454,lowercase,1,1,2017,2017
sexual offending,sexual offending,app_kw_1455,unchanged,1,1,2024,2024
sexual problems,sexual problems,app_kw_1456,unchanged,1,1,2013,2013
sexual satisfaction,sexual satisfaction,app_kw_1457,unchanged,1,1,2022,2022
sexual traumatic events,sexual traumatic events,app_kw_1458,unchanged,1,1,2013,2013
sexuality,sexuality,app_kw_1459,unchanged,4,4,2006,2020
shame,shame,app_kw_1460,unchanged,1,1,2018,2018
shape dissatisfaction,shape dissatisfaction,app_kw_1461,unchanged,1,1,2011,2011
shared psychosis,shared psychosis,app_kw_1462,unchanged,1,1,2005,2005
Short Health Anxiety Inventory,short health anxiety inventory,app_kw_1463,lowercase,1,1,2016,2016
Short-term,short-term,app_kw_1464,lowercase,2,2,2015,2015
short-term dynamic therapy,short-term dynamic therapy,app_kw_1465,unchanged,1,1,2009,2009
short-term psychotherapy,short-term psychotherapy,app_kw_1466,unchanged,1,1,2008,2008
shyness,shyness,app_kw_1467,unchanged,1,1,2019,2019
sibling relationships,sibling relationships,app_kw_1468,unchanged,1,1,2018,2018
siblings,siblings,app_kw_1469,unchanged,4,4,2010,2017
signal detection,signal detection,app_kw_1470,unchanged,2,2,2013,2013
skydivers,skydivers,app_kw_1471,unchanged,1,1,2024,2024
sleep apnea,sleep apnea,app_kw_1472,unchanged,1,1,2005,2005
sleep disorder,sleep disorder,app_kw_1473,unchanged,1,1,2025,2025
sleep disorders,sleep disorders,app_kw_1474,unchanged,1,1,2011,2011
sleep disturbance,sleep disturbance,app_kw_1475,unchanged,1,1,2025,2025
sleep disturbances,sleep disturbances,app_kw_1476,unchanged,1,1,2023,2023
sleep paralysis,sleep paralysis,app_kw_1477,unchanged,1,1,2025,2025
sleep quality,sleep quality,app_kw_1478,unchanged,2,2,2015,2018
SNAP-25 gene,snap-25 gene,app_kw_1479,lowercase,1,1,2011,2011
social anxiety,social anxiety,app_kw_1480,unchanged,3,3,2019,2025
social care system,social care system,app_kw_1481,unchanged,1,1,2021,2021
social connectedness,social connectedness,app_kw_1482,unchanged,1,1,2024,2024
social constructionism,social constructionism,app_kw_1483,unchanged,1,1,2008,2008
social disability,social disability,app_kw_1484,unchanged,2,2,2005,2006
social distancing,social distancing,app_kw_1485,unchanged,1,1,2020,2020
social exclusion,social exclusion,app_kw_1486,unchanged,1,1,2008,2008
social frustration,social frustration,app_kw_1487,unchanged,1,1,2019,2019
social functioning,social functioning,app_kw_1488,unchanged,6,6,2005,2017
social learning,social learning,app_kw_1489,unchanged,1,1,2008,2008
Social Media,social media,app_kw_1490,lowercase,1,1,2021,2021
social media,social media,app_kw_1490,unchanged,1,1,2020,2020
social media addiction,social media addiction,app_kw_1491,unchanged,1,1,2020,2020
social network,social network,app_kw_1492,unchanged,2,2,2008,2008
social phobia,social phobia,app_kw_1493,unchanged,1,1,2019,2019
social skills,social skills,app_kw_1494,unchanged,1,1,2019,2019
Social Skills_,social skills_,app_kw_1495,lowercase,1,1,2019,2019
social stress,social stress,app_kw_1496,unchanged,1,1,2015,2015
Social stresses,social stresses,app_kw_1497,lowercase,1,1,2018,2018
social support,social support,app_kw_1498,unchanged,9,9,2008,2023
social work,social work,app_kw_1499,unchanged,1,1,2018,2018
socio-demographic characteristics,socio-demographic characteristics,app_kw_1500,unchanged,1,1,2025,2025
socioeconomic status,socioeconomic status,app_kw_1501,unchanged,1,1,2023,2023
sociopathy,sociopathy,app_kw_1502,unchanged,2,2,2007,2024
sodium-glucose co-transporter-2 inhibitor,sodium-glucose co-transporter-2 inhibitor,app_kw_1503,unchanged,1,1,2025,2025
solastalgia,solastalgia,app_kw_1504,unchanged,1,1,2022,2022
Solution Focused Brief Therapy,solution focused brief therapy,app_kw_1505,lowercase,1,1,2017,2017
somatic disorders,somatic disorders,app_kw_1506,unchanged,1,1,2010,2010
somatization,somatization,app_kw_1507,unchanged,1,1,2015,2015
somatoform,somatoform,app_kw_1508,unchanged,1,1,2015,2015
somatoform disorder,somatoform disorder,app_kw_1509,unchanged,1,1,2009,2009
sparteine oxidation,sparteine oxidation,app_kw_1510,unchanged,1,1,2005,2005
spatial analysis,spatial analysis,app_kw_1511,unchanged,1,1,2023,2023
specific disorder,specific disorder,app_kw_1512,unchanged,1,1,2024,2024
SPECT,spect,app_kw_1513,lowercase,1,1,2009,2009
spectrum of bipolar disorder,spectrum of bipolar disorder,app_kw_1514,unchanged,1,1,2007,2007
spiritual distress,spiritual distress,app_kw_1515,unchanged,1,1,2022,2022
spirituality,spirituality,app_kw_1516,unchanged,1,1,2021,2021
Spouse burden,spouse burden,app_kw_1517,lowercase,1,1,2017,2017
St. Petersburg School of Clinical Psychology,st. petersburg school of clinical psychology,app_kw_1518,lowercase,1,1,2017,2017
Staff Supervision,staff supervision,app_kw_1519,lowercase,1,1,2013,2013
Staff Training,staff training,app_kw_1520,lowercase,1,1,2013,2013
stages of supervision,stages of supervision,app_kw_1521,unchanged,1,1,2025,2025
statistics,statistics,app_kw_1522,unchanged,1,1,2020,2020
stigma,stigma,app_kw_1523,unchanged,2,2,2010,2021
stigmatization,stigmatization,app_kw_1524,unchanged,1,1,2014,2014
story,story,app_kw_1525,unchanged,1,1,2011,2011
STQ-Now,stq-now,app_kw_1526,lowercase,1,1,2016,2016
strategies of mapping,strategies of mapping,app_kw_1527,unchanged,1,1,2006,2006
Stress,stress,app_kw_1528,lowercase,1,1,2023,2023
stress,stress,app_kw_1528,unchanged,16,16,2012,2025
stress coping mechanisms,stress coping mechanisms,app_kw_1529,unchanged,2,2,2013,2015
stress coping strategies,stress coping strategies,app_kw_1530,unchanged,1,1,2015,2015
stress coping techniques,stress coping techniques,app_kw_1531,unchanged,2,2,2015,2016
stress reactivity,stress reactivity,app_kw_1532,unchanged,1,1,2015,2015
stress/depression,stress/depression,app_kw_1533,unchanged,1,1,2013,2013
stroke,stroke,app_kw_1534,unchanged,2,2,2015,2019
STRP,strp,app_kw_1535,lowercase,1,1,2012,2012
structural equation modeling,structural equation modeling,app_kw_1536,unchanged,1,1,2019,2019
structure,structure,app_kw_1537,unchanged,1,1,2016,2016
structured professional judgement,structured professional judgement,app_kw_1538,unchanged,1,1,2025,2025
student training,student training,app_kw_1539,unchanged,1,1,2015,2015
students,students,app_kw_1540,unchanged,4,4,2015,2019
stuttering,stuttering,app_kw_1541,unchanged,1,1,2023,2023
styles of coping with stress,styles of coping with stress,app_kw_1542,unchanged,1,1,2019,2019
styles of interpersonal functioning,styles of interpersonal functioning,app_kw_1543,unchanged,1,1,2015,2015
subjective aspects,subjective aspects,app_kw_1544,unchanged,1,1,2010,2010
subjective quality of life,subjective quality of life,app_kw_1545,unchanged,1,1,2009,2009
Submit your paper,submit your paper,app_kw_1546,lowercase,1,1,2006,2006
substance abuse,substance abuse,app_kw_1547,unchanged,2,2,2010,2019
substance use disorder,substance use disorder,app_kw_1548,unchanged,2,2,2022,2025
substance use disorders,substance use disorders,app_kw_1549,unchanged,2,2,2008,2018
subtypes,subtypes,app_kw_1550,unchanged,1,1,2010,2010
suffering,suffering,app_kw_1551,unchanged,2,2,2005,2008
suicidal behaviour,suicidal behaviour,app_kw_1552,unchanged,1,1,2025,2025
suicidal thoughts,suicidal thoughts,app_kw_1553,unchanged,1,1,2019,2019
suicide,suicide,app_kw_1554,unchanged,11,11,2013,2023
suicide attempt,suicide attempt,app_kw_1555,unchanged,1,1,2020,2020
suicide attempts,suicide attempts,app_kw_1556,unchanged,2,2,2012,2013
Suicide ideation,suicide ideation,app_kw_1557,lowercase,1,1,2018,2018
supervision,supervision,app_kw_1558,unchanged,1,1,2011,2011
support,support,app_kw_1559,unchanged,1,1,2023,2023
support group,support group,app_kw_1560,unchanged,1,1,2019,2019
supportive-expressive therapy,supportive-expressive therapy,app_kw_1561,unchanged,1,1,2016,2016
suppression,suppression,app_kw_1562,unchanged,1,1,2017,2017
survivor,survivor,app_kw_1563,unchanged,1,1,2010,2010
survivors,survivors,app_kw_1564,unchanged,1,1,2011,2011
symptom dynamics,symptom dynamics,app_kw_1565,unchanged,3,3,2005,2007
symptom improvement,symptom improvement,app_kw_1566,unchanged,1,1,2007,2007
symptomatic dimensions,symptomatic dimensions,app_kw_1567,unchanged,1,1,2010,2010
symptoms of depression,symptoms of depression,app_kw_1568,unchanged,1,1,2021,2021
syndrome,syndrome,app_kw_1569,unchanged,1,1,2013,2013
synthetic cannabinoids,synthetic cannabinoids,app_kw_1570,unchanged,1,1,2017,2017
systemic family consultation,systemic family consultation,app_kw_1571,unchanged,2,2,2005,2009
systemic therapy,systemic therapy,app_kw_1572,unchanged,1,1,2014,2014
taboo,taboo,app_kw_1573,unchanged,1,1,2006,2006
tako tsubo,tako tsubo,app_kw_1574,unchanged,1,1,2013,2013
Tako-Tsubo,tako-tsubo,app_kw_1575,lowercase,1,1,2013,2013
tardive dyskinesia,tardive dyskinesia,app_kw_1576,unchanged,2,2,2006,2007
teachers,teachers,app_kw_1577,unchanged,1,1,2018,2018
techniques of coping stress,techniques of coping stress,app_kw_1578,unchanged,1,1,2015,2015
temperament,temperament,app_kw_1579,unchanged,2,2,2022,2024
temperament and character,temperament and character,app_kw_1580,unchanged,1,1,2022,2022
temperamental traits,temperamental traits,app_kw_1581,unchanged,2,2,2024,2025
temporomandibular disorders,temporomandibular disorders,app_kw_1582,unchanged,1,1,2019,2019
temporomandibular joint dysfunction,temporomandibular joint dysfunction,app_kw_1583,unchanged,1,1,2016,2016
temptation of omnipotence,temptation of omnipotence,app_kw_1584,unchanged,1,1,2012,2012
Terms for recipients of mental health services,terms for recipients of mental health services,app_kw_1585,lowercase,1,1,2011,2011
territoriality,territoriality,app_kw_1586,unchanged,1,1,2006,2006
Thanatosis,thanatosis,app_kw_1587,lowercase,1,1,2022,2022
The big five personality factors,the big five personality factors,app_kw_1588,lowercase,1,1,2022,2022
the centrality of religiosity,the centrality of religiosity,app_kw_1589,unchanged,1,1,2015,2015
The Code of Ethics for Psychotherapists,the code of ethics for psychotherapists,app_kw_1590,lowercase,1,1,2011,2011
the Dark Triad,the dark triad,app_kw_1591,lowercase,1,1,2024,2024
the elderly,the elderly,app_kw_1592,unchanged,1,1,2022,2022
the Light Triad,the light triad,app_kw_1593,lowercase,1,1,2024,2024
the number of sex partners,the number of sex partners,app_kw_1594,unchanged,1,1,2006,2006
The Offer Self-Image Questionnaire for Adolescents,the offer self-image questionnaire for adolescents,app_kw_1595,lowercase,1,1,2009,2009
The paradox,the paradox,app_kw_1596,lowercase,1,1,2015,2015
the quality of sexuality,the quality of sexuality,app_kw_1597,unchanged,1,1,2006,2006
thematic analysis,thematic analysis,app_kw_1598,unchanged,1,1,2019,2019
thendency to computer games,thendency to computer games,app_kw_1599,unchanged,1,1,2020,2020
theory of mind,theory of mind,app_kw_1600,unchanged,3,3,2015,2023
therapeutic alliance,therapeutic alliance,app_kw_1601,unchanged,2,2,2018,2019
therapeutic influence,therapeutic influence,app_kw_1602,unchanged,1,1,2015,2015
therapeutic process,therapeutic process,app_kw_1603,unchanged,1,1,2014,2014
therapeutic relation,therapeutic relation,app_kw_1604,unchanged,1,1,2012,2012
therapeutic relationship,therapeutic relationship,app_kw_1605,unchanged,2,2,2013,2024
therapeutics,therapeutics,app_kw_1606,unchanged,1,1,2023,2023
Therapies in burnout,therapies in burnout,app_kw_1607,lowercase,1,1,2016,2016
therapist characteristics,therapist characteristics,app_kw_1608,unchanged,1,1,2024,2024
therapist credibility,therapist credibility,app_kw_1609,unchanged,1,1,2016,2016
therapist language,therapist language,app_kw_1610,unchanged,1,1,2019,2019
therapist technique,therapist technique,app_kw_1611,unchanged,3,3,2017,2018
therapists,therapists,app_kw_1612,unchanged,1,1,2025,2025
therapy,therapy,app_kw_1613,unchanged,3,3,2008,2011
thin-ideal internalization,thin-ideal internalization,app_kw_1614,unchanged,1,1,2017,2017
Topics index,topics index,app_kw_1615,lowercase,1,1,2006,2006
topiramate,topiramate,app_kw_1616,unchanged,1,1,2015,2015
transactional analysis,transactional analysis,app_kw_1617,unchanged,1,1,2018,2018
transcranial direct current stimulation,transcranial direct current stimulation,app_kw_1618,unchanged,1,1,2025,2025
Transcranial Direct Current Stimulation (tDCS),transcranial direct current stimulation (tdcs),app_kw_1619,lowercase,1,1,2020,2020
transference,transference,app_kw_1620,unchanged,2,2,2011,2014
transference-countertransference relationship,transference-countertransference relationship,app_kw_1621,unchanged,1,1,2012,2012
transgenerational autonomy,transgenerational autonomy,app_kw_1622,unchanged,1,1,2010,2010
transinstitutionalization,transinstitutionalization,app_kw_1623,unchanged,1,1,2010,2010
transsexualism,transsexualism,app_kw_1624,unchanged,1,1,2015,2015
trauma,trauma,app_kw_1625,unchanged,14,14,2007,2025
traumatic experience,traumatic experience,app_kw_1626,unchanged,1,1,2005,2005
Traumatic lower limb surgery,traumatic lower limb surgery,app_kw_1627,lowercase,1,1,2023,2023
treatment,treatment,app_kw_1628,unchanged,8,8,2005,2024
treatment compliance,treatment compliance,app_kw_1629,unchanged,1,1,2019,2019
treatment efficacy,treatment efficacy,app_kw_1630,unchanged,1,1,2022,2022
treatment outcome follow-up study,treatment outcome follow-up study,app_kw_1631,unchanged,1,1,2008,2008
Treatment resistant bipolar depression,treatment resistant bipolar depression,app_kw_1632,lowercase,1,1,2016,2016
Treatment Response,treatment response,app_kw_1633,lowercase,1,1,2023,2023
treatment techniques,treatment techniques,app_kw_1634,unchanged,1,1,2020,2020
trichotillomania,trichotillomania,app_kw_1635,unchanged,1,1,2013,2013
tripartite model of anxiety and depression,tripartite model of anxiety and depression,app_kw_1636,unchanged,1,1,2006,2006
Type 1 diabetes,type 1 diabetes,app_kw_1637,lowercase,1,1,2025,2025
type 1 diabetes,type 1 diabetes,app_kw_1637,unchanged,1,1,2023,2023
type 1 diabetes mellitus,type 1 diabetes mellitus,app_kw_1638,unchanged,1,1,2022,2022
type 2 (NTRK2),type 2 (ntrk2),app_kw_1639,lowercase,1,1,2010,2010
type 2 diabetes mellitus,type 2 diabetes mellitus,app_kw_1640,unchanged,2,2,2017,2019
UHPLC,uhplc,app_kw_1641,lowercase,1,1,2012,2012
UHR,uhr,app_kw_1642,lowercase,1,1,2023,2023
uhr,uhr,app_kw_1642,unchanged,1,1,2024,2024
UK,uk,app_kw_1643,lowercase,1,1,2005,2005
ultra- high risk of psychosis,ultra-high risk of psychosis,app_kw_1644,hyphen_spacing,1,1,2023,2023
unconscious primitive murderous rage,unconscious primitive murderous rage,app_kw_1645,unchanged,1,1,2011,2011
unconsciousness in the supervision process,unconsciousness in the supervision process,app_kw_1646,unchanged,1,1,2025,2025
uncontrolled eating,uncontrolled eating,app_kw_1647,unchanged,1,1,2017,2017
Underachievement,underachievement,app_kw_1648,lowercase,1,1,2019,2019
unemployment,unemployment,app_kw_1649,unchanged,1,1,2008,2008
urine,urine,app_kw_1650,unchanged,1,1,2012,2012
utilization behavior,utilization behavior,app_kw_1651,unchanged,1,1,2014,2014
Vaginismus,vaginismus,app_kw_1652,lowercase,1,1,2023,2023
vagus nerve,vagus nerve,app_kw_1653,unchanged,1,1,2016,2016
validation,validation,app_kw_1654,unchanged,1,1,2018,2018
values,values,app_kw_1655,unchanged,1,1,2015,2015
values system,values system,app_kw_1656,unchanged,1,1,2007,2007
vascular factors,vascular factors,app_kw_1657,unchanged,1,1,2008,2008
venlafaxine,venlafaxine,app_kw_1658,unchanged,1,1,2012,2012
verb generation,verb generation,app_kw_1659,unchanged,1,1,2013,2013
verbal fluency,verbal fluency,app_kw_1660,unchanged,1,1,2025,2025
Vikings,vikings,app_kw_1661,lowercase,1,1,2015,2015
violence,violence,app_kw_1662,unchanged,5,5,2012,2025
virtual reality,virtual reality,app_kw_1663,unchanged,1,1,2019,2019
Visegrad countries,visegrad countries,app_kw_1664,lowercase,1,1,2025,2025
visual imaginery,visual imaginery,app_kw_1665,unchanged,1,1,2006,2006
voice hearing,voice hearing,app_kw_1666,unchanged,1,1,2022,2022
voice signals,voice signals,app_kw_1667,unchanged,1,1,2012,2012
voluntary and forced migrants,voluntary and forced migrants,app_kw_1668,unchanged,1,1,2022,2022
waiting list,waiting list,app_kw_1669,unchanged,1,1,2006,2006
war,war,app_kw_1670,unchanged,1,1,2020,2020
Warsaw Ghetto Uprising,warsaw ghetto uprising,app_kw_1671,lowercase,1,1,2006,2006
website accessibility,website accessibility,app_kw_1672,unchanged,1,1,2006,2006
weight gain,weight gain,app_kw_1673,unchanged,1,1,2017,2017
weight loss,weight loss,app_kw_1674,unchanged,1,1,2015,2015
weight loss therapy,weight loss therapy,app_kw_1675,unchanged,1,1,2010,2010
weight stigma,weight stigma,app_kw_1676,unchanged,1,1,2024,2024
well-being,well-being,app_kw_1677,unchanged,2,2,2017,2020
white blood cells,white blood cells,app_kw_1678,unchanged,1,1,2017,2017
whole body cryotherapy,whole body cryotherapy,app_kw_1679,unchanged,1,1,2008,2008
Wisconsin Card Sorting Test,wisconsin card sorting test,app_kw_1680,lowercase,1,1,2011,2011
withdrawal and relapse prevention treatment,withdrawal and relapse prevention treatment,app_kw_1681,unchanged,1,1,2010,2010
woman,woman,app_kw_1682,unchanged,1,1,2024,2024
women,women,app_kw_1683,unchanged,5,5,2009,2020
women’s mental health,women's mental health,app_kw_1684,typographic_chars,1,1,2024,2024
work-related stress,work-related stress,app_kw_1685,unchanged,1,1,2016,2016
working hours,working hours,app_kw_1686,unchanged,1,1,2024,2024
working memory,working memory,app_kw_1687,unchanged,3,3,2009,2025
working memory deficits,working memory deficits,app_kw_1688,unchanged,2,2,2006,2006
workplace stress,workplace stress,app_kw_1689,unchanged,1,1,2025,2025
worry,worry,app_kw_1690,unchanged,1,1,2024,2024
wrzesien,wrzesien,app_kw_1691,unchanged,1,1,2017,2017
xenomelia,xenomelia,app_kw_1692,unchanged,1,1,2021,2021
yoga,yoga,app_kw_1693,unchanged,1,1,2017,2017
young adults,young adults,app_kw_1694,unchanged,1,1,2022,2022
youth,youth,app_kw_1695,unchanged,1,1,2021,2021
Youth Anxiety Measure for DSM-5,youth anxiety measure for dsm-5,app_kw_1696,lowercase,1,1,2020,2020
youth mental health,youth mental health,app_kw_1697,unchanged,1,1,2020,2020
Zataria Multiflora Boiss,zataria multiflora boiss,app_kw_1698,lowercase,1,1,2017,2017
zolpidem,zolpidem,app_kw_1699,unchanged,1,1,2016,2016
